# source_repository=hyperledger-identus/sdk-rust
# source_revision=6217384f85ff72003a7b94482bf7879f4587be02
# generated_at=2026-09-15
error_type,variant,code_constant,constant_visibility,code,kind,capability,local_display,public_message,identus_display,source
CredentialOfferError,InvalidLimits,INVALID_LIMITS,public,oid4vci.invalid_limits,InvalidInput,oid4vci,OID4VCI limits are invalid,OID4VCI limits are invalid,oid4vci.invalid_limits: OID4VCI limits are invalid,none
CredentialOfferError,InvocationTooLarge,INVOCATION_TOO_LARGE,public,oid4vci.invocation_too_large,InvalidInput,oid4vci,OID4VCI Credential Offer invocation is too large,OID4VCI Credential Offer invocation is too large,oid4vci.invocation_too_large: OID4VCI Credential Offer invocation is too large,none
CredentialOfferError,InvalidInvocation,INVALID_INVOCATION,public,oid4vci.invalid_invocation,InvalidInput,oid4vci,OID4VCI Credential Offer invocation is invalid,OID4VCI Credential Offer invocation is invalid,oid4vci.invalid_invocation: OID4VCI Credential Offer invocation is invalid,none
CredentialOfferError,UnsupportedTransport,UNSUPPORTED_TRANSPORT,public,oid4vci.unsupported_transport,Unsupported,oid4vci,OID4VCI Credential Offer transport is unsupported,OID4VCI Credential Offer transport is unsupported,oid4vci.unsupported_transport: OID4VCI Credential Offer transport is unsupported,none
CredentialOfferError,InvalidFormEncoding,INVALID_FORM_ENCODING,public,oid4vci.invalid_form_encoding,InvalidInput,oid4vci,OID4VCI Credential Offer encoding is invalid,OID4VCI Credential Offer encoding is invalid,oid4vci.invalid_form_encoding: OID4VCI Credential Offer encoding is invalid,none
CredentialOfferError,EmbeddedTooLarge,EMBEDDED_TOO_LARGE,public,oid4vci.embedded_too_large,InvalidInput,oid4vci,OID4VCI embedded Credential Offer is too large,OID4VCI embedded Credential Offer is too large,oid4vci.embedded_too_large: OID4VCI embedded Credential Offer is too large,none
CredentialOfferError,InvalidEmbeddedJson,INVALID_EMBEDDED_JSON,public,oid4vci.invalid_embedded_json,InvalidInput,oid4vci,OID4VCI JSON object is invalid,OID4VCI JSON object is invalid,oid4vci.invalid_embedded_json: OID4VCI JSON object is invalid,none
CredentialOfferError,DuplicateJsonProperty,DUPLICATE_JSON_PROPERTY,public,oid4vci.duplicate_json_property,InvalidInput,oid4vci,OID4VCI JSON object repeats a member,OID4VCI JSON object repeats a member,oid4vci.duplicate_json_property: OID4VCI JSON object repeats a member,none
CredentialOfferError,JsonTooDeep,JSON_TOO_DEEP,public,oid4vci.json_too_deep,InvalidInput,oid4vci,OID4VCI JSON object is too deep,OID4VCI JSON object is too deep,oid4vci.json_too_deep: OID4VCI JSON object is too deep,none
CredentialOfferError,JsonTooManyNodes,JSON_TOO_MANY_NODES,public,oid4vci.json_too_many_nodes,InvalidInput,oid4vci,OID4VCI JSON object has too many nodes,OID4VCI JSON object has too many nodes,oid4vci.json_too_many_nodes: OID4VCI JSON object has too many nodes,none
CredentialOfferError,ReferenceTooLarge,REFERENCE_TOO_LARGE,public,oid4vci.reference_too_large,InvalidInput,oid4vci,OID4VCI Credential Offer reference is too large,OID4VCI Credential Offer reference is too large,oid4vci.reference_too_large: OID4VCI Credential Offer reference is too large,none
CredentialOfferError,UnsafeReferenceUri,UNSAFE_REFERENCE_URI,public,oid4vci.unsafe_reference_uri,InvalidInput,oid4vci,OID4VCI Credential Offer reference URI is unsafe,OID4VCI Credential Offer reference URI is unsafe,oid4vci.unsafe_reference_uri: OID4VCI Credential Offer reference URI is unsafe,none
CredentialOfferError,InvalidSemanticLimits,INVALID_SEMANTIC_LIMITS,public,oid4vci.invalid_semantic_limits,InvalidInput,oid4vci,OID4VCI Credential Offer semantic limits are invalid,OID4VCI Credential Offer semantic limits are invalid,oid4vci.invalid_semantic_limits: OID4VCI Credential Offer semantic limits are invalid,none
CredentialOfferError,InvalidOfferFields,INVALID_OFFER_FIELDS,public,oid4vci.invalid_offer_fields,InvalidInput,oid4vci,OID4VCI Credential Offer required fields are invalid,OID4VCI Credential Offer required fields are invalid,oid4vci.invalid_offer_fields: OID4VCI Credential Offer required fields are invalid,none
CredentialOfferError,IssuerTooLarge,ISSUER_TOO_LARGE,public,oid4vci.issuer_too_large,InvalidInput,oid4vci,OID4VCI Credential Issuer Identifier is too large,OID4VCI Credential Issuer Identifier is too large,oid4vci.issuer_too_large: OID4VCI Credential Issuer Identifier is too large,none
CredentialOfferError,UnsafeCredentialIssuer,UNSAFE_CREDENTIAL_ISSUER,public,oid4vci.unsafe_credential_issuer,InvalidInput,oid4vci,OID4VCI Credential Issuer Identifier is unsafe,OID4VCI Credential Issuer Identifier is unsafe,oid4vci.unsafe_credential_issuer: OID4VCI Credential Issuer Identifier is unsafe,none
CredentialOfferError,InvalidConfigurationIds,INVALID_CONFIGURATION_IDS,public,oid4vci.invalid_configuration_ids,InvalidInput,oid4vci,OID4VCI Credential Configuration IDs are invalid,OID4VCI Credential Configuration IDs are invalid,oid4vci.invalid_configuration_ids: OID4VCI Credential Configuration IDs are invalid,none
CredentialOfferError,ConfigurationIdTooLarge,CONFIGURATION_ID_TOO_LARGE,public,oid4vci.configuration_id_too_large,InvalidInput,oid4vci,OID4VCI Credential Configuration ID is too large,OID4VCI Credential Configuration ID is too large,oid4vci.configuration_id_too_large: OID4VCI Credential Configuration ID is too large,none
CredentialOfferError,TooManyConfigurationIds,TOO_MANY_CONFIGURATION_IDS,public,oid4vci.too_many_configuration_ids,InvalidInput,oid4vci,OID4VCI Credential Offer has too many configuration IDs,OID4VCI Credential Offer has too many configuration IDs,oid4vci.too_many_configuration_ids: OID4VCI Credential Offer has too many configuration IDs,none
CredentialOfferError,DuplicateConfigurationId,DUPLICATE_CONFIGURATION_ID,public,oid4vci.duplicate_configuration_id,InvalidInput,oid4vci,OID4VCI Credential Offer repeats a configuration ID,OID4VCI Credential Offer repeats a configuration ID,oid4vci.duplicate_configuration_id: OID4VCI Credential Offer repeats a configuration ID,none
CredentialOfferError,InvalidGrants,INVALID_GRANTS,public,oid4vci.invalid_grants,InvalidInput,oid4vci,OID4VCI Credential Offer grants are invalid,OID4VCI Credential Offer grants are invalid,oid4vci.invalid_grants: OID4VCI Credential Offer grants are invalid,none
CredentialOfferError,InvalidGrantLimits,INVALID_GRANT_LIMITS,public,oid4vci.invalid_grant_limits,InvalidInput,oid4vci,OID4VCI Credential Offer grant limits are invalid,OID4VCI Credential Offer grant limits are invalid,oid4vci.invalid_grant_limits: OID4VCI Credential Offer grant limits are invalid,none
CredentialOfferError,InvalidAuthorizationCodeGrant,INVALID_AUTHORIZATION_CODE_GRANT,public,oid4vci.invalid_authorization_code_grant,InvalidInput,oid4vci,OID4VCI Authorization Code grant is invalid,OID4VCI Authorization Code grant is invalid,oid4vci.invalid_authorization_code_grant: OID4VCI Authorization Code grant is invalid,none
CredentialOfferError,InvalidPreAuthorizedCodeGrant,INVALID_PRE_AUTHORIZED_CODE_GRANT,public,oid4vci.invalid_pre_authorized_code_grant,InvalidInput,oid4vci,OID4VCI Pre-Authorized Code grant is invalid,OID4VCI Pre-Authorized Code grant is invalid,oid4vci.invalid_pre_authorized_code_grant: OID4VCI Pre-Authorized Code grant is invalid,none
CredentialOfferError,IssuerStateTooLarge,ISSUER_STATE_TOO_LARGE,public,oid4vci.issuer_state_too_large,InvalidInput,oid4vci,OID4VCI issuer state is too large,OID4VCI issuer state is too large,oid4vci.issuer_state_too_large: OID4VCI issuer state is too large,none
CredentialOfferError,PreAuthorizedCodeTooLarge,PRE_AUTHORIZED_CODE_TOO_LARGE,public,oid4vci.pre_authorized_code_too_large,InvalidInput,oid4vci,OID4VCI Pre-Authorized Code is too large,OID4VCI Pre-Authorized Code is too large,oid4vci.pre_authorized_code_too_large: OID4VCI Pre-Authorized Code is too large,none
CredentialOfferError,AuthorizationServerTooLarge,AUTHORIZATION_SERVER_TOO_LARGE,public,oid4vci.authorization_server_too_large,InvalidInput,oid4vci,OID4VCI Authorization Server identifier is too large,OID4VCI Authorization Server identifier is too large,oid4vci.authorization_server_too_large: OID4VCI Authorization Server identifier is too large,none
CredentialOfferError,UnsafeAuthorizationServer,UNSAFE_AUTHORIZATION_SERVER,public,oid4vci.unsafe_authorization_server,InvalidInput,oid4vci,OID4VCI Authorization Server identifier is unsafe,OID4VCI Authorization Server identifier is unsafe,oid4vci.unsafe_authorization_server: OID4VCI Authorization Server identifier is unsafe,none
CredentialOfferError,InvalidTransactionCode,INVALID_TRANSACTION_CODE,public,oid4vci.invalid_transaction_code,InvalidInput,oid4vci,OID4VCI Transaction Code requirements are invalid,OID4VCI Transaction Code requirements are invalid,oid4vci.invalid_transaction_code: OID4VCI Transaction Code requirements are invalid,none
CredentialOfferError,InvalidTransactionCodeMode,INVALID_TRANSACTION_CODE_MODE,public,oid4vci.invalid_transaction_code_mode,InvalidInput,oid4vci,OID4VCI Transaction Code input mode is invalid,OID4VCI Transaction Code input mode is invalid,oid4vci.invalid_transaction_code_mode: OID4VCI Transaction Code input mode is invalid,none
CredentialOfferError,InvalidTransactionCodeLength,INVALID_TRANSACTION_CODE_LENGTH,public,oid4vci.invalid_transaction_code_length,InvalidInput,oid4vci,OID4VCI Transaction Code length is invalid,OID4VCI Transaction Code length is invalid,oid4vci.invalid_transaction_code_length: OID4VCI Transaction Code length is invalid,none
CredentialOfferError,TransactionCodeLengthTooLarge,TRANSACTION_CODE_LENGTH_TOO_LARGE,public,oid4vci.transaction_code_length_too_large,InvalidInput,oid4vci,OID4VCI Transaction Code length is too large,OID4VCI Transaction Code length is too large,oid4vci.transaction_code_length_too_large: OID4VCI Transaction Code length is too large,none
CredentialOfferError,TransactionCodeDescriptionTooLarge,TRANSACTION_CODE_DESCRIPTION_TOO_LARGE,public,oid4vci.transaction_code_description_too_large,InvalidInput,oid4vci,OID4VCI Transaction Code description is too large,OID4VCI Transaction Code description is too large,oid4vci.transaction_code_description_too_large: OID4VCI Transaction Code description is too large,none
CredentialOfferError,InvalidMetadataLimits,INVALID_METADATA_LIMITS,public,oid4vci.invalid_metadata_limits,InvalidInput,oid4vci,OID4VCI Credential Issuer Metadata limits are invalid,OID4VCI Credential Issuer Metadata limits are invalid,oid4vci.invalid_metadata_limits: OID4VCI Credential Issuer Metadata limits are invalid,none
CredentialOfferError,MetadataTooLarge,METADATA_TOO_LARGE,public,oid4vci.metadata_too_large,InvalidInput,oid4vci,OID4VCI Credential Issuer Metadata is too large,OID4VCI Credential Issuer Metadata is too large,oid4vci.metadata_too_large: OID4VCI Credential Issuer Metadata is too large,none
CredentialOfferError,InvalidMetadata,INVALID_METADATA,public,oid4vci.invalid_metadata,InvalidInput,oid4vci,OID4VCI Credential Issuer Metadata is invalid,OID4VCI Credential Issuer Metadata is invalid,oid4vci.invalid_metadata: OID4VCI Credential Issuer Metadata is invalid,none
CredentialOfferError,MetadataIssuerMismatch,METADATA_ISSUER_MISMATCH,public,oid4vci.metadata_issuer_mismatch,InvalidInput,oid4vci,OID4VCI Credential Issuer Metadata identifier does not match,OID4VCI Credential Issuer Metadata identifier does not match,oid4vci.metadata_issuer_mismatch: OID4VCI Credential Issuer Metadata identifier does not match,none
CredentialOfferError,CredentialEndpointTooLarge,CREDENTIAL_ENDPOINT_TOO_LARGE,public,oid4vci.credential_endpoint_too_large,InvalidInput,oid4vci,OID4VCI Credential Endpoint is too large,OID4VCI Credential Endpoint is too large,oid4vci.credential_endpoint_too_large: OID4VCI Credential Endpoint is too large,none
CredentialOfferError,UnsafeCredentialEndpoint,UNSAFE_CREDENTIAL_ENDPOINT,public,oid4vci.unsafe_credential_endpoint,InvalidInput,oid4vci,OID4VCI Credential Endpoint is unsafe,OID4VCI Credential Endpoint is unsafe,oid4vci.unsafe_credential_endpoint: OID4VCI Credential Endpoint is unsafe,none
CredentialOfferError,NonceEndpointTooLarge,NONCE_ENDPOINT_TOO_LARGE,public,oid4vci.nonce_endpoint_too_large,InvalidInput,oid4vci,OID4VCI Nonce Endpoint is too large,OID4VCI Nonce Endpoint is too large,oid4vci.nonce_endpoint_too_large: OID4VCI Nonce Endpoint is too large,none
CredentialOfferError,UnsafeNonceEndpoint,UNSAFE_NONCE_ENDPOINT,public,oid4vci.unsafe_nonce_endpoint,InvalidInput,oid4vci,OID4VCI Nonce Endpoint is unsafe,OID4VCI Nonce Endpoint is unsafe,oid4vci.unsafe_nonce_endpoint: OID4VCI Nonce Endpoint is unsafe,none
CredentialOfferError,DeferredCredentialEndpointTooLarge,DEFERRED_CREDENTIAL_ENDPOINT_TOO_LARGE,public,oid4vci.deferred_credential_endpoint_too_large,InvalidInput,oid4vci,OID4VCI Deferred Credential Endpoint is too large,OID4VCI Deferred Credential Endpoint is too large,oid4vci.deferred_credential_endpoint_too_large: OID4VCI Deferred Credential Endpoint is too large,none
CredentialOfferError,UnsafeDeferredCredentialEndpoint,UNSAFE_DEFERRED_CREDENTIAL_ENDPOINT,public,oid4vci.unsafe_deferred_credential_endpoint,InvalidInput,oid4vci,OID4VCI Deferred Credential Endpoint is unsafe,OID4VCI Deferred Credential Endpoint is unsafe,oid4vci.unsafe_deferred_credential_endpoint: OID4VCI Deferred Credential Endpoint is unsafe,none
CredentialOfferError,NonceEndpointRequired,NONCE_ENDPOINT_REQUIRED,public,oid4vci.nonce_endpoint_required,InvalidInput,oid4vci,OID4VCI Nonce Endpoint is required,OID4VCI Nonce Endpoint is required,oid4vci.nonce_endpoint_required: OID4VCI Nonce Endpoint is required,none
CredentialOfferError,InvalidAuthorizationServers,INVALID_AUTHORIZATION_SERVERS,public,oid4vci.invalid_authorization_servers,InvalidInput,oid4vci,OID4VCI Authorization Server metadata is invalid,OID4VCI Authorization Server metadata is invalid,oid4vci.invalid_authorization_servers: OID4VCI Authorization Server metadata is invalid,none
CredentialOfferError,TooManyAuthorizationServers,TOO_MANY_AUTHORIZATION_SERVERS,public,oid4vci.too_many_authorization_servers,InvalidInput,oid4vci,OID4VCI Credential Issuer Metadata has too many Authorization Servers,OID4VCI Credential Issuer Metadata has too many Authorization Servers,oid4vci.too_many_authorization_servers: OID4VCI Credential Issuer Metadata has too many Authorization Servers,none
CredentialOfferError,DuplicateAuthorizationServer,DUPLICATE_AUTHORIZATION_SERVER,public,oid4vci.duplicate_authorization_server,InvalidInput,oid4vci,OID4VCI Credential Issuer Metadata repeats an Authorization Server,OID4VCI Credential Issuer Metadata repeats an Authorization Server,oid4vci.duplicate_authorization_server: OID4VCI Credential Issuer Metadata repeats an Authorization Server,none
CredentialOfferError,InvalidCredentialConfigurations,INVALID_CREDENTIAL_CONFIGURATIONS,public,oid4vci.invalid_credential_configurations,InvalidInput,oid4vci,OID4VCI Credential Configurations are invalid,OID4VCI Credential Configurations are invalid,oid4vci.invalid_credential_configurations: OID4VCI Credential Configurations are invalid,none
